x,y
250.000,435.000
250.000,436.000
250.000,437.000
250.000,438.000
250.000,439.000
250.000,440.000
250.000,441.000
250.000,442.000
250.000,443.000
250.000,444.000
250.000,445.000
250.000,446.000
250.000,447.000
250.000,448.000
250.000,449.000
250.000,450.000
251.000,451.000
252.000,451.000
253.000,451.000
254.000,451.000
255.000,451.000
256.000,451.000
257.000,451.000
258.000,451.000
259.000,451.000
260.000,451.000
261.000,451.000
262.000,451.000
263.000,451.000
264.000,451.000
265.000,451.000
266.000,451.000
267.000,451.000
268.000,451.000
269.000,451.000
270.000,451.000
271.000,451.000
272.000,451.000
273.000,451.000
274.000,451.000
275.000,451.000
276.000,451.000
277.000,451.000
278.000,451.000
279.000,451.000
280.000,451.000
281.000,451.000
282.000,451.000
283.000,451.000
284.000,451.000
285.000,451.000
286.000,451.000
287.000,451.000
288.000,451.000
289.000,451.000
290.000,451.000
291.000,451.000
292.000,451.000
293.000,451.000
294.000,451.000
295.000,451.000
296.000,451.000
297.000,451.000
298.000,451.000
299.000,451.000
300.000,451.000
301.000,451.000
302.000,451.000
303.000,451.000
304.000,451.000
305.000,451.000
306.000,451.000
307.000,451.000
308.000,451.000
309.000,451.000
310.000,451.000
311.000,451.000
312.000,451.000
313.000,451.000
314.000,451.000
315.000,451.000
316.000,451.000
317.000,451.000
318.000,451.000
319.000,451.000
320.000,451.000
321.000,451.000
322.000,451.000
323.000,451.000
324.000,451.000
325.000,451.000
326.000,451.000
327.000,451.000
328.000,451.000
329.000,451.000
330.000,451.000
331.000,451.000
332.000,451.000
333.000,451.000
334.000,451.000
335.000,451.000
336.000,451.000
337.000,451.000
338.000,451.000
339.000,451.000
340.000,451.000
341.000,451.000
342.000,451.000
343.000,451.000
344.000,451.000
345.000,451.000
346.000,451.000
347.000,451.000
348.000,451.000
349.000,451.000
350.000,451.000
351.000,451.000
352.000,451.000
353.000,451.000
354.000,451.000
355.000,451.000
356.000,451.000
357.000,451.000
358.000,451.000
359.000,451.000
360.000,451.000
361.000,451.000
362.000,451.000
363.000,451.000
364.000,451.000
365.000,451.000
366.000,451.000
367.000,451.000
368.000,451.000
369.000,451.000
370.000,451.000
371.000,451.000
372.000,451.000
373.000,451.000
374.000,451.000
375.000,451.000
376.000,451.000
377.000,451.000
378.000,451.000
379.000,451.000
380.000,451.000
381.000,451.000
382.000,451.000
383.000,451.000
384.000,451.000
385.000,451.000
386.000,451.000
387.000,451.000
388.000,451.000
389.000,451.000
390.000,451.000
391.000,451.000
392.000,451.000
393.000,451.000
394.000,451.000
395.000,451.000
396.000,451.000
397.000,451.000
398.000,451.000
399.000,451.000
400.000,451.000
401.000,451.000
402.000,451.000
403.000,451.000
404.000,451.000
405.000,451.000
406.000,451.000
407.000,451.000
408.000,451.000
409.000,451.000
410.000,451.000
411.000,451.000
412.000,451.000
413.000,451.000
414.000,451.000
415.000,451.000
416.000,451.000
417.000,451.000
418.000,451.000
419.000,451.000
420.000,451.000
421.000,451.000
422.000,451.000
423.000,451.000
424.000,451.000
425.000,451.000
426.000,451.000
427.000,451.000
428.000,451.000
429.000,451.000
430.000,451.000
431.000,451.000
432.000,451.000
433.000,451.000
434.000,451.000
435.000,451.000
436.000,451.000
437.000,451.000
438.000,451.000
439.000,451.000
440.000,451.000
441.000,451.000
442.000,451.000
443.000,451.000
444.000,451.000
445.000,451.000
446.000,451.000
447.000,451.000
448.000,451.000
449.000,451.000
450.000,451.000
451.000,451.000
452.000,452.000
453.000,453.000
454.000,454.000
455.000,455.000
456.000,456.000
457.000,457.000
458.000,458.000
459.000,459.000
460.000,460.000
461.000,461.000
462.000,462.000
463.000,463.000
464.000,464.000
465.000,465.000
466.000,466.000
467.000,467.000
468.000,468.000
469.000,469.000
470.000,470.000
471.000,471.000
472.000,472.000
473.000,473.000
474.000,474.000
475.000,475.000
476.000,476.000
477.000,477.000
478.000,478.000
479.000,479.000
480.000,480.000
481.000,481.000
482.000,482.000
483.000,483.000
484.000,484.000
485.000,485.000
486.000,486.000
487.000,487.000
488.000,488.000
489.000,489.000
490.000,490.000
491.000,491.000
492.000,492.000
493.000,493.000
494.000,494.000
495.000,495.000
496.000,496.000
497.000,497.000
498.000,498.000
499.000,499.000
500.000,500.000
501.000,501.000
502.000,502.000
503.000,503.000
504.000,504.000
505.000,505.000
506.000,506.000
507.000,507.000
508.000,508.000
509.000,509.000
510.000,510.000
511.000,511.000
512.000,512.000
513.000,513.000
514.000,514.000
515.000,515.000
516.000,516.000
517.000,517.000
518.000,518.000
519.000,519.000
520.000,520.000
521.000,521.000
522.000,522.000
523.000,523.000
524.000,524.000
525.000,525.000
526.000,526.000
527.000,527.000
528.000,528.000
529.000,529.000
530.000,530.000
531.000,531.000
532.000,532.000
533.000,533.000
534.000,534.000
535.000,535.000
536.000,536.000
537.000,537.000
538.000,538.000
539.000,539.000
540.000,540.000
541.000,541.000
542.000,542.000
543.000,543.000
544.000,544.000
545.000,545.000
546.000,546.000
547.000,547.000
548.000,548.000
549.000,549.000
550.000,550.000
551.000,551.000
552.000,552.000
553.000,553.000
554.000,554.000
555.000,555.000
556.000,556.000
557.000,557.000
558.000,558.000
559.000,559.000
560.000,560.000
561.000,561.000
562.000,562.000
563.000,563.000
564.000,564.000
565.000,565.000
566.000,566.000
567.000,567.000
568.000,568.000
569.000,569.000
570.000,570.000
571.000,571.000
572.000,572.000
573.000,573.000
574.000,574.000
575.000,575.000
